case_id,model_name,predicted_onset,predicted_pattern,score_or_rank,included_terms
dtest_case_0112,I_nec_only,none,dependency_mediated_propagation,0.422,I_nec
dtest_case_0112,A_plus_I_nec,t2,dependency_mediated_propagation,0.555,A+I_nec
dtest_case_0112,step_FE_plus_lag,t0,boundary_case,0.584,step_FE+lag
dtest_case_0113,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0113,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0113,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0113,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0113,endpoint_heuristic_uniform_random_seeded,not_identifiable,unverifiable_or_excluded,0.439,random
dtest_case_0113,simple_step_level,t2,local_verification_collapse,0.418,step_FE
dtest_case_0113,descriptive_error_label,t0,burst_associated_degradation,0.278,error_label
dtest_case_0113,step_FE_only,t1,unverifiable_or_excluded,0.46,step_FE
dtest_case_0113,lag_only,t1,local_verification_collapse,0.493,lag
dtest_case_0113,A_only,t2,local_verification_collapse,0.449,A
dtest_case_0113,I_nec_only,t2,local_verification_collapse,0.354,I_nec
dtest_case_0113,A_plus_I_nec,t0,unverifiable_or_excluded,0.62,A+I_nec
dtest_case_0113,step_FE_plus_lag,t1,dependency_mediated_propagation,0.49,step_FE+lag
dtest_case_0114,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0114,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0114,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0114,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0114,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.497,random
dtest_case_0114,simple_step_level,t2,unverifiable_or_excluded,0.438,step_FE
dtest_case_0114,descriptive_error_label,t0,boundary_case,0.529,error_label
dtest_case_0114,step_FE_only,t0,unverifiable_or_excluded,0.412,step_FE
dtest_case_0114,lag_only,t0,dependency_mediated_propagation,0.368,lag
dtest_case_0114,A_only,t2,dependency_mediated_propagation,0.485,A
dtest_case_0114,I_nec_only,t0,unverifiable_or_excluded,0.25,I_nec
dtest_case_0114,A_plus_I_nec,t1,burst_associated_degradation,0.602,A+I_nec
dtest_case_0114,step_FE_plus_lag,t0,unverifiable_or_excluded,0.447,step_FE+lag
dtest_case_0115,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0115,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0115,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0115,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0115,endpoint_heuristic_uniform_random_seeded,t1,unverifiable_or_excluded,0.326,random
dtest_case_0115,simple_step_level,t1,local_verification_collapse,0.464,step_FE
dtest_case_0115,descriptive_error_label,t2,burst_associated_degradation,0.268,error_label
dtest_case_0115,step_FE_only,t2,burst_associated_degradation,0.369,step_FE
dtest_case_0115,lag_only,t2,boundary_case,0.304,lag
dtest_case_0115,A_only,t2,burst_associated_degradation,0.592,A
dtest_case_0115,I_nec_only,none,boundary_case,0.293,I_nec
dtest_case_0115,A_plus_I_nec,t1,dependency_mediated_propagation,0.456,A+I_nec
dtest_case_0115,step_FE_plus_lag,t0,local_verification_collapse,0.472,step_FE+lag
dtest_case_0116,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0116,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0116,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0116,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0116,endpoint_heuristic_uniform_random_seeded,t1,local_verification_collapse,0.218,random
dtest_case_0116,simple_step_level,t2,boundary_case,0.32,step_FE
dtest_case_0116,descriptive_error_label,t1,boundary_case,0.5,error_label
dtest_case_0116,step_FE_only,t1,dependency_mediated_propagation,0.496,step_FE
dtest_case_0116,lag_only,t2,unverifiable_or_excluded,0.483,lag
dtest_case_0116,A_only,none,local_verification_collapse,0.356,A
dtest_case_0116,I_nec_only,t1,boundary_case,0.305,I_nec
dtest_case_0116,A_plus_I_nec,none,burst_associated_degradation,0.361,A+I_nec
dtest_case_0116,step_FE_plus_lag,none,dependency_mediated_propagation,0.543,step_FE+lag
dtest_case_0117,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0117,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0117,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0117,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0117,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.396,random
dtest_case_0117,simple_step_level,none,local_verification_collapse,0.315,step_FE
dtest_case_0117,descriptive_error_label,t1,unverifiable_or_excluded,0.303,error_label
dtest_case_0117,step_FE_only,none,local_verification_collapse,0.414,step_FE
dtest_case_0117,lag_only,t0,local_verification_collapse,0.452,lag
dtest_case_0117,A_only,none,unverifiable_or_excluded,0.31,A
dtest_case_0117,I_nec_only,t0,burst_associated_degradation,0.21,I_nec
dtest_case_0117,A_plus_I_nec,t2,boundary_case,0.594,A+I_nec
dtest_case_0117,step_FE_plus_lag,none,dependency_mediated_propagation,0.484,step_FE+lag
dtest_case_0118,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0118,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0118,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0118,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0118,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.318,random
dtest_case_0118,simple_step_level,t2,local_verification_collapse,0.527,step_FE
dtest_case_0118,descriptive_error_label,t2,local_verification_collapse,0.317,error_label
dtest_case_0118,step_FE_only,t0,burst_associated_degradation,0.423,step_FE
dtest_case_0118,lag_only,t1,local_verification_collapse,0.287,lag
dtest_case_0118,A_only,t0,unverifiable_or_excluded,0.372,A
dtest_case_0118,I_nec_only,t0,boundary_case,0.435,I_nec
dtest_case_0118,A_plus_I_nec,t2,dependency_mediated_propagation,0.535,A+I_nec
dtest_case_0118,step_FE_plus_lag,none,local_verification_collapse,0.478,step_FE+lag
dtest_case_0119,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0119,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0119,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0119,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0119,endpoint_heuristic_uniform_random_seeded,t0,unverifiable_or_excluded,0.472,random
dtest_case_0119,simple_step_level,t1,burst_associated_degradation,0.584,step_FE
dtest_case_0119,descriptive_error_label,t1,local_verification_collapse,0.274,error_label
dtest_case_0119,step_FE_only,t2,local_verification_collapse,0.398,step_FE
dtest_case_0119,lag_only,none,boundary_case,0.297,lag
dtest_case_0119,A_only,t2,dependency_mediated_propagation,0.57,A
dtest_case_0119,I_nec_only,none,local_verification_collapse,0.335,I_nec
dtest_case_0119,A_plus_I_nec,t1,dependency_mediated_propagation,0.589,A+I_nec
dtest_case_0119,step_FE_plus_lag,t2,dependency_mediated_propagation,0.567,step_FE+lag
dtest_case_0120,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0120,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0120,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0120,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0120,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.384,random
dtest_case_0120,simple_step_level,t0,burst_associated_degradation,0.511,step_FE
dtest_case_0120,descriptive_error_label,t0,dependency_mediated_propagation,0.328,error_label
dtest_case_0120,step_FE_only,none,dependency_mediated_propagation,0.486,step_FE
dtest_case_0120,lag_only,t0,unverifiable_or_excluded,0.345,lag
dtest_case_0120,A_only,t1,local_verification_collapse,0.443,A
dtest_case_0120,I_nec_only,none,dependency_mediated_propagation,0.223,I_nec
dtest_case_0120,A_plus_I_nec,t1,burst_associated_degradation,0.409,A+I_nec
dtest_case_0120,step_FE_plus_lag,t2,dependency_mediated_propagation,0.594,step_FE+lag
dtest_case_0121,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0121,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0121,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0121,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0121,endpoint_heuristic_uniform_random_seeded,t1,burst_associated_degradation,0.286,random
dtest_case_0121,simple_step_level,t0,boundary_case,0.587,step_FE
dtest_case_0121,descriptive_error_label,t2,local_verification_collapse,0.254,error_label
dtest_case_0121,step_FE_only,none,burst_associated_degradation,0.54,step_FE
dtest_case_0121,lag_only,none,local_verification_collapse,0.302,lag
dtest_case_0121,A_only,t1,unverifiable_or_excluded,0.409,A
dtest_case_0121,I_nec_only,t0,local_verification_collapse,0.241,I_nec
dtest_case_0121,A_plus_I_nec,t0,boundary_case,0.622,A+I_nec
dtest_case_0121,step_FE_plus_lag,t1,burst_associated_degradation,0.544,step_FE+lag
dtest_case_0122,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0122,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0122,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0122,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0122,endpoint_heuristic_uniform_random_seeded,t0,local_verification_collapse,0.479,random
dtest_case_0122,simple_step_level,t2,dependency_mediated_propagation,0.447,step_FE
dtest_case_0122,descriptive_error_label,t1,local_verification_collapse,0.49,error_label
dtest_case_0122,step_FE_only,t2,unverifiable_or_excluded,0.383,step_FE
dtest_case_0122,lag_only,none,boundary_case,0.372,lag
dtest_case_0122,A_only,none,boundary_case,0.548,A
dtest_case_0122,I_nec_only,t1,dependency_mediated_propagation,0.432,I_nec
dtest_case_0122,A_plus_I_nec,t2,burst_associated_degradation,0.427,A+I_nec
dtest_case_0122,step_FE_plus_lag,t2,local_verification_collapse,0.477,step_FE+lag
dtest_case_0123,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0123,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0123,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0123,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0123,endpoint_heuristic_uniform_random_seeded,t0,local_verification_collapse,0.247,random
dtest_case_0123,simple_step_level,t0,local_verification_collapse,0.497,step_FE
dtest_case_0123,descriptive_error_label,t2,unverifiable_or_excluded,0.396,error_label
dtest_case_0123,step_FE_only,t1,dependency_mediated_propagation,0.447,step_FE
dtest_case_0123,lag_only,t0,unverifiable_or_excluded,0.394,lag
dtest_case_0123,A_only,t2,burst_associated_degradation,0.396,A
dtest_case_0123,I_nec_only,t1,boundary_case,0.337,I_nec
dtest_case_0123,A_plus_I_nec,none,burst_associated_degradation,0.599,A+I_nec
dtest_case_0123,step_FE_plus_lag,t2,unverifiable_or_excluded,0.416,step_FE+lag
dtest_case_0124,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0124,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0124,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0124,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0124,endpoint_heuristic_uniform_random_seeded,t1,boundary_case,0.217,random
dtest_case_0124,simple_step_level,t1,local_verification_collapse,0.346,step_FE
dtest_case_0124,descriptive_error_label,t0,unverifiable_or_excluded,0.453,error_label
dtest_case_0124,step_FE_only,none,unverifiable_or_excluded,0.38,step_FE
dtest_case_0124,lag_only,t2,unverifiable_or_excluded,0.411,lag
dtest_case_0124,A_only,t2,boundary_case,0.304,A
dtest_case_0124,I_nec_only,t0,dependency_mediated_propagation,0.409,I_nec
dtest_case_0124,A_plus_I_nec,t0,burst_associated_degradation,0.579,A+I_nec
dtest_case_0124,step_FE_plus_lag,t0,burst_associated_degradation,0.485,step_FE+lag
dtest_case_0125,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0125,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0125,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0125,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0125,endpoint_heuristic_uniform_random_seeded,t2,unverifiable_or_excluded,0.247,random
dtest_case_0125,simple_step_level,t0,local_verification_collapse,0.468,step_FE
dtest_case_0125,descriptive_error_label,t2,local_verification_collapse,0.455,error_label
dtest_case_0125,step_FE_only,t0,local_verification_collapse,0.424,step_FE
dtest_case_0125,lag_only,t0,dependency_mediated_propagation,0.258,lag
dtest_case_0125,A_only,t1,boundary_case,0.471,A
dtest_case_0125,I_nec_only,t0,unverifiable_or_excluded,0.237,I_nec
dtest_case_0125,A_plus_I_nec,t0,dependency_mediated_propagation,0.597,A+I_nec
dtest_case_0125,step_FE_plus_lag,t0,burst_associated_degradation,0.578,step_FE+lag
dtest_case_0126,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0126,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0126,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0126,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0126,endpoint_heuristic_uniform_random_seeded,t2,boundary_case,0.441,random
dtest_case_0126,simple_step_level,none,unverifiable_or_excluded,0.506,step_FE
dtest_case_0126,descriptive_error_label,t0,dependency_mediated_propagation,0.546,error_label
dtest_case_0126,step_FE_only,t2,unverifiable_or_excluded,0.463,step_FE
dtest_case_0126,lag_only,t1,burst_associated_degradation,0.397,lag
dtest_case_0126,A_only,t2,dependency_mediated_propagation,0.445,A
dtest_case_0126,I_nec_only,t2,boundary_case,0.212,I_nec
dtest_case_0126,A_plus_I_nec,t2,local_verification_collapse,0.625,A+I_nec
dtest_case_0126,step_FE_plus_lag,t2,unverifiable_or_excluded,0.371,step_FE+lag
dtest_case_0127,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0127,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0127,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0127,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0127,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.333,random
dtest_case_0127,simple_step_level,t2,unverifiable_or_excluded,0.334,step_FE
dtest_case_0127,descriptive_error_label,t1,boundary_case,0.274,error_label
dtest_case_0127,step_FE_only,none,local_verification_collapse,0.527,step_FE
dtest_case_0127,lag_only,t1,local_verification_collapse,0.274,lag
dtest_case_0127,A_only,t0,burst_associated_degradation,0.47,A
dtest_case_0127,I_nec_only,t2,dependency_mediated_propagation,0.438,I_nec
dtest_case_0127,A_plus_I_nec,none,local_verification_collapse,0.512,A+I_nec
dtest_case_0127,step_FE_plus_lag,none,dependency_mediated_propagation,0.409,step_FE+lag
dtest_case_0128,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0128,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0128,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0128,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0128,endpoint_heuristic_uniform_random_seeded,t0,burst_associated_degradation,0.397,random
dtest_case_0128,simple_step_level,t1,boundary_case,0.474,step_FE
dtest_case_0128,descriptive_error_label,t1,unverifiable_or_excluded,0.423,error_label
dtest_case_0128,step_FE_only,t0,dependency_mediated_propagation,0.399,step_FE
dtest_case_0128,lag_only,t2,dependency_mediated_propagation,0.365,lag
dtest_case_0128,A_only,t0,boundary_case,0.447,A
dtest_case_0128,I_nec_only,t1,boundary_case,0.421,I_nec
dtest_case_0128,A_plus_I_nec,t2,dependency_mediated_propagation,0.524,A+I_nec
dtest_case_0128,step_FE_plus_lag,t2,boundary_case,0.525,step_FE+lag
dtest_case_0129,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0129,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0129,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0129,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0129,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.309,random
dtest_case_0129,simple_step_level,t1,boundary_case,0.459,step_FE
dtest_case_0129,descriptive_error_label,t0,dependency_mediated_propagation,0.467,error_label
dtest_case_0129,step_FE_only,t0,boundary_case,0.355,step_FE
dtest_case_0129,lag_only,t2,dependency_mediated_propagation,0.265,lag
dtest_case_0129,A_only,t1,local_verification_collapse,0.434,A
dtest_case_0129,I_nec_only,t0,burst_associated_degradation,0.316,I_nec
dtest_case_0129,A_plus_I_nec,none,local_verification_collapse,0.554,A+I_nec
dtest_case_0129,step_FE_plus_lag,t1,unverifiable_or_excluded,0.411,step_FE+lag
dtest_case_0130,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0130,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0130,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0130,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0130,endpoint_heuristic_uniform_random_seeded,t1,burst_associated_degradation,0.41,random
dtest_case_0130,simple_step_level,none,unverifiable_or_excluded,0.445,step_FE
dtest_case_0130,descriptive_error_label,t1,dependency_mediated_propagation,0.31,error_label
